Name,Gender,Location,Birthdate,Blood Group,Phone,Department,Enrolled Year,Completed Credits,Current CGPA
Scott Hicks,Male,Beraid,"Fri, Oct 18, 2002",A+,+880176000190,CSE,2016,123,3.76
Brian Jensen,Male,Abdullahpur,"Sat, Jul 29, 2000",AB+,+880192223381,BBS,2021,33,3.21
Shannon Woods,Female,Agargaon,"Wed, Jun 30, 1999",B+,+880136485498,Pharma,2016,123,2.78
William Lopez MD,Female,Baridhara,"Tue, Jul 27, 1999",AB+,+880193949526,BBS,2016,132,3.02
James Delgado,Male,Mirpur,"Tue, Mar 14, 2000",A-,+880130404468,CSE,2017,123,3.68
Latoya Prince,Male,Demra,"Sat, Jun 27, 1998",B-,+880198519004,ENH,2023,9,2.60
Dr. Daniel Murphy,Female,Cantonment area,"Mon, Jul 05, 1999",A-,+880199746000,BBS,2017,129,3.60
Denise Moore,Female,Gulshan,"Tue, Aug 29, 2000",B-,+880190763047,ESS,2023,12,3.60
Carolyn Hall,Male,Jurain,"Sat, Aug 17, 2002",O-,+880185130698,Pharma,2023,15,3.42
Donald Carpenter,Female,Rampura,"Wed, Apr 26, 2000",B+,+880190557765,Pharma,2015,126,3.18
Barbara Evans,Female,Khilgaon,"Wed, Feb 21, 2001",O-,+880137302682,BBS,2016,129,3.55
Kimberly Logan,Male,Mohakhali,"Mon, Oct 14, 2002",O-,+880139966053,BBS,2020,87,2.23
Chloe Leonard,Female,Sher-e-Bangla Nagar,"Thu, Aug 17, 2000",O-,+880170357809,ENH,2020,111,1.93
Zachary Holland,Male,Bashundhara,"Thu, May 14, 1998",B-,+880190355938,EEE,2016,129,3.03
Bruce Mendez,Female,Khilkhet,"Sun, Jun 25, 2000",AB-,+880175809507,ESS,2022,27,1.69
Christine Brock,Male,Uttara,"Sun, Sep 13, 1998",B+,+880137627156,Law,2016,123,2.99
Erika Garrett,Male,Uttarkhan,"Sat, Feb 02, 2002",AB-,+880175389428,ENH,2022,57,3.26
Erin Rivas,Female,Wari,"Thu, May 24, 2001",AB+,+880165862440,MNS,2020,102,3.80
Nicholas Young,Female,Agargaon,"Thu, Dec 06, 2001",B-,+880138396124,EEE,2016,123,2.62
Dr. Tina Jensen MD,Male,Wari,"Tue, Dec 11, 2001",AB-,+880191507584,EEE,2015,123,3.83
Richard Baker,Female,Pallabi,"Thu, Jan 09, 2003",A-,+880156029466,ESS,2018,120,3.04
Jennifer Hammond,Female,Khilgaon,"Thu, Jul 22, 1999",A+,+880130020447,Archi,2018,99,3.78
Diane Burch,Male,Khilgaon,"Mon, Jul 05, 1999",AB+,+880138783126,Pharma,2015,132,1.54
Donna Turner,Female,Jurain,"Fri, Apr 27, 2001",O-,+880169072210,Archi,2018,102,2.02
Rachel Frey,Male,Shyampur,"Tue, Dec 25, 2001",O-,+880189605804,CSE,2022,42,1.64
Aaron Morales,Male,Uttarkhan,"Wed, Aug 14, 2002",B+,+880168987530,ENH,2016,129,2.52
Melissa Roberts MD,Female,Kamalapur,"Sun, Sep 23, 2001",B-,+880146390140,Pharma,2019,93,2.16
Michael Villanueva,Male,Kamrangirchar,"Fri, Dec 13, 2002",B+,+880149239436,BBS,2020,75,2.52
Paula Fox,Male,Banasree,"Mon, Sep 24, 2001",AB-,+880184312854,EEE,2021,30,3.29
George Tyler,Female,Vatara,"Sun, Sep 13, 1998",AB+,+880153786356,Law,2018,78,2.14
Daniel Johnson,Female,Ramna,"Sat, Oct 21, 2000",B-,+880159097132,ENH,2021,39,2.63
Catherine Reed,Female,Beraid,"Sun, Dec 31, 2000",A-,+880182219633,Archi,2022,24,2.02
Michelle Andrews,Male,Gabtali,"Fri, Nov 19, 1999",O-,+880132945136,Law,2023,3,3.39
Craig Lee,Male,Shyampur,"Wed, May 31, 2000",AB-,+880146899323,CSE,2021,30,3.72
Jacob Vaughan,Female,Gabtali,"Tue, Sep 05, 2000",O-,+880175535414,Pharma,2018,84,2.68
Alexander White,Male,Shyampur,"Tue, Dec 25, 2001",B-,+880135409733,MNS,2017,129,2.73
Cynthia Green,Female,Demra,"Mon, Dec 23, 2002",O-,+880143340536,ESS,2020,72,2.01
Donna Bryant,Female,Kamalapur,"Tue, May 23, 2000",O-,+880150278536,ENH,2018,90,2.50
Brenda Mccall,Female,Demra,"Sat, Dec 25, 1999",AB+,+880193244770,CSE,2023,12,3.98
Gabrielle Hernandez,Male,Pallabi,"Thu, Mar 22, 2001",A-,+880165571018,BBS,2017,136,1.72
Deborah Miller,Female,Farmgate,"Sun, Mar 25, 2001",AB+,+880143136158,Pharma,2019,120,2.29
Evan Wilkins,Female,Kafrul,"Tue, Oct 17, 2000",B-,+880191962526,Law,2016,132,3.89
Troy Branch,Female,Mohammadpur,"Tue, Jan 11, 2000",B+,+880170234510,MNS,2018,84,2.76
Chad Adams,Male,Mohammadpur,"Sat, Oct 14, 2000",AB+,+880142586128,MNS,2022,48,1.75
Ian Bird,Female,Tejgaon,"Mon, Sep 06, 1999",B+,+880174793257,Pharma,2016,136,1.58
Adam White,Female,Mohammadpur,"Tue, Jul 09, 2002",O-,+880155393967,ESS,2016,123,3.42
Kevin Robinson,Female,Shahbagh,"Sat, Jul 10, 1999",A+,+880178974349,MNS,2018,90,2.06
Donald Williams,Male,Jurain,"Tue, Jan 28, 2003",A-,+880174264356,ENH,2015,132,2.85
Eric Galvan,Female,Khilkhet,"Sat, Jul 24, 1999",O-,+880187915812,MNS,2023,18,2.07
Christopher Ramirez,Male,Lalbagh,"Thu, Feb 21, 2002",A-,+880131137769,ESS,2015,126,1.72
Nicole Smith,Male,Mohakhali,"Mon, Aug 07, 2000",A+,+880144701790,CSE,2016,123,2.99
Tanya Robinson,Male,Mirpur,"Fri, Oct 20, 2000",O+,+880178691698,Pharma,2019,117,3.77
Michael Riley,Female,Uttarkhan,"Sat, Dec 30, 2000",B+,+880155739998,Law,2021,27,1.79
Tiffany Griffin,Female,Mohakhali,"Thu, Aug 09, 2001",A-,+880182122734,ENH,2020,63,3.31
Linda Jones,Male,Wari,"Sat, Jul 18, 1998",B+,+880143796212,ESS,2023,12,2.30
Crystal Casey,Male,Beraid,"Wed, Dec 01, 1999",B+,+880156020673,MNS,2022,60,2.30
Jacqueline Hernandez,Female,Baridhara,"Sat, Apr 24, 1999",AB+,+880144567795,BBS,2017,132,3.36
Christopher Santos,Female,Kazipara,"Sun, May 02, 1999",B-,+880139371376,Pharma,2021,24,3.93
Bryan Payne,Male,Tejgaon,"Wed, Jan 26, 2000",O-,+880177681721,ESS,2018,99,3.33
Heather Singleton,Female,Banasree,"Mon, Feb 21, 2000",O-,+880151387688,BBS,2018,87,1.79
Megan Brooks,Male,Nimtoli,"Wed, Nov 27, 2002",B-,+880130879731,Pharma,2015,132,3.60
Alexander Russell,Female,Hazaribagh,"Tue, Jan 01, 2002",O+,+880167074697,Pharma,2020,69,1.62
Paul Castillo,Male,Cantonment area,"Wed, Dec 02, 1998",O+,+880169956345,BBS,2016,136,3.55
Gabriela Buckley,Male,Dhanmondi,"Sat, Oct 03, 1998",A-,+880171834893,ESS,2016,126,2.66
Brandi Robles,Female,Dhanmondi,"Thu, Feb 07, 2002",AB+,+880137568222,Archi,2018,96,3.24
Tiffany Stone,Male,Kamrangirchar,"Fri, Aug 30, 2002",B-,+880146861310,ENH,2020,87,3.05
Ashley Medina,Female,Beraid,"Tue, Apr 28, 1998",A+,+880148852029,BBS,2021,39,3.59
Ryan Mccormick,Male,Shyampur,"Thu, Nov 11, 1999",A+,+880137772885,Archi,2016,136,2.94
Danielle Torres,Male,Bashundhara,"Sun, Feb 16, 2003",B+,+880151113454,ENH,2019,78,3.90
James Freeman,Male,Mirpur,"Sat, Jun 17, 2000",O+,+880146397835,Pharma,2020,87,3.56
Cynthia Brown,Male,Mohakhali,"Mon, Sep 04, 2000",A+,+880131517389,CSE,2017,126,2.95
Kelly Kim,Male,Mohammadpur,"Thu, Nov 01, 2001",O-,+880171229132,ESS,2021,33,2.62
Paul Salazar,Female,Lalbagh,"Thu, Jan 03, 2002",B-,+880131953368,Archi,2021,36,3.07
Paul Morris,Male,Paltan,"Sun, Dec 20, 1998",B+,+880169225491,ENH,2018,69,2.38
Bobby Arnold,Female,Shyampur,"Sat, Jul 15, 2000",A+,+880171349358,ENH,2015,132,2.67
Dawn Perez,Male,Agargaon,"Wed, Jun 19, 2002",B-,+880194759312,ESS,2018,84,3.73
Brittney Lambert,Female,Farmgate,"Wed, Jun 21, 2000",AB+,+880151570195,EEE,2016,126,1.91
Amy Wells,Female,Vatara,"Sun, Aug 04, 2002",A+,+880154803542,MNS,2020,108,3.51
Timothy Beck,Female,Gabtali,"Sun, Mar 31, 2002",B+,+880197772227,MNS,2023,15,3.81
Matthew Wood,Male,Uttara,"Mon, Mar 10, 2003",A+,+880192927236,ENH,2018,114,2.41
Timothy Gomez,Male,Lalbagh,"Thu, Apr 13, 2000",O-,+880144507859,MNS,2016,123,2.73
Natalie Wagner,Male,Dakshinkhan,"Thu, May 13, 1999",B+,+880143145523,MNS,2015,132,2.96
Andrew Reyes,Female,Kafrul,"Mon, Jan 06, 2003",B-,+880145447466,Archi,2020,78,2.28
Ronnie Allison,Female,Kazipara,"Sat, Oct 14, 2000",B+,+880160479489,MNS,2023,9,1.71
James Fletcher,Male,Baridhara,"Sat, Nov 07, 1998",AB-,+880160914586,ENH,2018,87,2.83
Justin Barnes,Male,Khilgaon,"Wed, Jul 01, 1998",AB-,+880150266449,EEE,2020,96,3.24
Jamie Thompson,Female,Shahbagh,"Thu, Nov 15, 2001",O+,+880193259892,ENH,2022,45,3.94
Bruce Hernandez,Male,Kafrul,"Fri, Aug 31, 2001",AB+,+880151175061,CSE,2023,21,2.23
Joshua Flores,Male,Mirpur,"Tue, Sep 11, 2001",A-,+880192983501,Law,2021,24,3.77
Kristen Harris,Male,Paltan,"Sat, Oct 24, 1998",O-,+880181715659,Law,2016,132,2.64
Ronald Stone,Male,Demra,"Wed, Aug 30, 2000",A+,+880188572074,Pharma,2023,9,2.55
Chris Sharp,Female,Cantonment area,"Fri, Mar 01, 2002",AB+,+880168472786,Law,2023,15,2.79
Omar Chambers,Female,Motijheel,"Tue, May 02, 2000",O-,+880140034734,CSE,2021,39,3.23
Joshua Thomas,Female,Gulshan,"Thu, Sep 17, 1998",AB-,+880164972335,Archi,2020,69,3.71
Jennifer Brooks,Male,Khilkhet,"Sun, Aug 02, 1998",O-,+880171198183,MNS,2022,45,2.19
Melanie Guzman,Female,Paltan,"Sun, Aug 23, 1998",B+,+880137653885,MNS,2015,136,2.10
Kristin Hopkins,Female,Mohammadpur,"Sat, Jun 19, 1999",A+,+880174316114,Law,2016,129,2.42
Susan Sanchez,Female,Sadarghat,"Thu, Mar 11, 1999",O-,+880174934942,ESS,2021,36,1.58
Kathleen Scott,Female,Khilgaon,"Mon, Aug 24, 1998",AB+,+880171138662,ENH,2020,72,2.25
Frances Martin,Male,Baridhara,"Thu, Feb 13, 2003",O-,+880168643093,ENH,2022,51,2.98
Melissa Haney,Male,Sher-e-Bangla Nagar,"Fri, Mar 29, 2002",O-,+880185997381,ESS,2019,96,3.06
Bryan James,Male,Agargaon,"Thu, Apr 22, 1999",B-,+880140019962,CSE,2018,84,2.10
John Kline,Male,Hazaribagh,"Tue, Sep 17, 2002",A-,+880151725605,ESS,2015,132,1.51
Leslie Bennett,Female,Badda,"Wed, Jan 13, 1999",A+,+880166013152,Law,2020,75,2.39
Brooke Wood,Female,Kazipara,"Thu, Apr 15, 1999",B-,+880197801761,EEE,2019,72,2.60
Andrew Gonzalez,Male,Paltan,"Sat, Oct 31, 1998",A-,+880131016388,BBS,2015,136,2.62
Dave Walter,Male,Gabtali,"Sat, Dec 08, 2001",B-,+880188565966,EEE,2021,48,2.21
Laura Hodge,Male,Banani,"Sun, Jan 26, 2003",O+,+880163295157,MNS,2023,15,2.20
Matthew Miller,Female,Khilkhet,"Thu, May 10, 2001",AB+,+880168792062,Law,2023,21,1.94
Michael Chase,Male,Mirpur,"Sat, Jan 11, 2003",A+,+880157753973,Pharma,2016,126,3.82
Jamie Reyes,Male,Demra,"Mon, Dec 27, 1999",O+,+880182000657,MNS,2020,102,1.65
Kristine Mcdonald DDS,Female,Motijheel,"Sat, Jan 04, 2003",AB-,+880136475126,BBS,2022,60,3.31
Allison Lloyd,Male,Kafrul,"Thu, Feb 17, 2000",B+,+880173713367,Archi,2021,30,1.71
Kristen Russell,Male,Dhanmondi,"Fri, May 29, 1998",AB+,+880197100083,Archi,2019,102,3.17
Katherine Jordan,Male,Sadarghat,"Wed, Apr 29, 1998",A-,+880134336907,BBS,2020,105,3.82
Melissa Morgan,Male,Rampura,"Thu, Oct 22, 1998",A+,+880161081214,MNS,2022,54,3.41
Jason Brown,Male,Shahbagh,"Tue, Apr 04, 2000",A+,+880187732824,Law,2020,84,2.78
David Bullock,Female,Dakshinkhan,"Sat, Feb 22, 2003",AB-,+880145672240,CSE,2016,132,2.47
Kathy Phillips,Female,Sher-e-Bangla Nagar,"Thu, Feb 04, 1999",B-,+880179601942,EEE,2022,33,3.56
Cynthia Hobbs,Male,Khilkhet,"Thu, Nov 19, 1998",A+,+880142900935,MNS,2017,132,2.11
Barry Hernandez,Female,Nimtoli,"Tue, Oct 30, 2001",A+,+880157521987,Archi,2016,123,3.16
Amy Johnson,Male,Banani,"Sun, Oct 20, 2002",B-,+880138411350,CSE,2019,69,2.89
Matthew Baker,Female,Rampura,"Thu, Jul 15, 1999",B-,+880139496068,ENH,2015,123,3.35
Crystal James DDS,Male,Sadarghat,"Wed, Jul 18, 2001",AB-,+880162418936,Pharma,2016,136,3.55
Rebecca Sanders,Male,Rampura,"Sun, Feb 06, 2000",A-,+880189565387,MNS,2019,90,2.96
Shirley Santiago,Female,Kazipara,"Sat, Feb 22, 2003",A+,+880169742093,ESS,2019,87,3.44
Tiffany Woodward,Male,Khilgaon,"Thu, Aug 17, 2000",A+,+880144319488,Pharma,2022,45,3.95
Katherine Bell,Female,Shyampur,"Sat, Jul 25, 1998",O+,+880198803213,Law,2015,132,1.54
Gregory Parker,Male,Kafrul,"Mon, Jul 08, 2002",O-,+880181708025,BBS,2018,108,1.99
Denise Lozano,Male,Banani,"Tue, Nov 27, 2001",B-,+880185783108,MNS,2021,30,2.00
Scott Tate,Female,Hazaribagh,"Tue, Oct 29, 2002",B-,+880175175766,EEE,2018,102,2.45
Lauren Gonzalez,Male,Abdullahpur,"Tue, Dec 31, 2002",B-,+880169184892,Pharma,2016,132,3.37
Anna Jordan,Male,Sadarghat,"Sun, Dec 27, 1998",AB-,+880157959374,CSE,2017,132,2.05
Sandra Hickman,Male,Ramna,"Sun, Dec 19, 1999",O-,+880151984078,ESS,2020,120,2.76
Amber Coleman,Male,Sher-e-Bangla Nagar,"Mon, Jun 19, 2000",A+,+880174576324,CSE,2019,93,2.02
Michael Tran,Female,Kazipara,"Fri, Nov 10, 2000",A-,+880195196495,ESS,2022,36,2.81
Jesus Rosales,Male,Motijheel,"Wed, May 24, 2000",O-,+880188573295,MNS,2015,129,1.94
Brittany Dyer,Male,Banasree,"Sat, Feb 08, 2003",A+,+880132372073,EEE,2020,102,3.21
Bethany Wu,Male,Khilkhet,"Sun, Aug 09, 1998",AB+,+880184042574,ENH,2023,15,3.72
Miranda Hudson,Female,Abdullahpur,"Thu, Sep 07, 2000",B-,+880132326757,BBS,2018,78,1.61
Randy Ross,Female,Sher-e-Bangla Nagar,"Tue, Sep 14, 1999",AB-,+880186096553,Archi,2020,72,2.05
Gregory Wilson,Male,Vatara,"Thu, Jan 30, 2003",O-,+880134407765,BBS,2022,24,1.83
Grace Collins,Male,Abdullahpur,"Tue, Aug 01, 2000",B-,+880187957540,BBS,2019,102,2.18
Ann Fuentes,Female,Pallabi,"Sun, Oct 03, 1999",A-,+880137821750,BBS,2019,84,2.09
Marc Lee,Male,Tejgaon,"Thu, Apr 08, 1999",AB-,+880168922100,BBS,2015,123,3.33
Mary Smith,Female,Bashundhara,"Sun, Jul 16, 2000",A+,+880159939040,EEE,2016,136,2.95
Kathleen Phillips,Female,Motijheel,"Fri, Apr 24, 1998",AB-,+880195833306,ESS,2022,48,2.22
Mr. Scott Martinez,Male,Banani,"Thu, Jul 05, 2001",B+,+880174287271,CSE,2018,99,3.16
Carol Holden,Male,Mohammadpur,"Mon, Jul 01, 2002",A-,+880147972635,MNS,2023,15,1.69
Stuart Collins,Female,Beraid,"Sun, Nov 28, 1999",O-,+880149490035,MNS,2023,6,3.61
Robert Patterson,Female,Sadarghat,"Sat, Sep 09, 2000",A+,+880185691735,ESS,2021,45,2.98
Michelle Ryan,Female,Kafrul,"Wed, Feb 07, 2001",B+,+880156954246,Law,2023,3,3.77
Yvonne Phillips,Female,Abdullahpur,"Fri, Feb 09, 2001",O+,+880195231114,ENH,2020,114,3.97
Victoria Foster,Male,Sadarghat,"Tue, Aug 06, 2002",O-,+880166658128,BBS,2016,126,2.52
Joy Bennett,Male,Badda,"Sat, Aug 18, 2001",O+,+880184519839,CSE,2019,114,1.75
Paula Pierce,Male,Kamrangirchar,"Wed, May 20, 1998",B-,+880150331184,MNS,2017,123,2.60
Lucas Gomez,Male,Jurain,"Sat, Jan 23, 1999",A+,+880181995399,ENH,2023,15,2.76
Stephanie Leonard,Female,Rampura,"Tue, Mar 20, 2001",A+,+880188599335,Law,2021,27,2.86
Jordan Sherman,Female,Uttarkhan,"Thu, Aug 15, 2002",A-,+880140384300,Pharma,2020,75,3.53
Mary Dixon,Female,Nimtoli,"Sun, Aug 27, 2000",B-,+880195857576,MNS,2016,132,2.04
Joseph Parrish,Female,Mirpur,"Wed, Jun 13, 2001",AB-,+880177241665,Law,2016,129,1.73
Jonathan Griffin,Female,Wari,"Wed, Dec 26, 2001",O-,+880171975207,EEE,2023,21,2.00
Tracey Fleming,Male,Dakshinkhan,"Sat, Mar 02, 2002",A+,+880194562878,ESS,2023,6,2.98
Crystal Carter,Female,Badda,"Mon, Sep 11, 2000",O+,+880191869171,MNS,2020,102,2.21
Matthew Green,Male,Bashundhara,"Sat, Aug 21, 1999",O+,+880184098252,Law,2023,6,2.87
Jessica Luna,Male,Abdullahpur,"Tue, Apr 21, 1998",AB-,+880164839668,ESS,2019,90,3.26
Megan Tucker,Male,Khilgaon,"Tue, Jan 14, 2003",A+,+880131241718,BBS,2023,21,1.98
William Webster,Male,Farmgate,"Tue, Dec 25, 2001",B+,+880164074847,Pharma,2021,33,3.62
John Wright,Male,Banani,"Tue, May 15, 2001",O-,+880135906640,BBS,2018,108,2.61
Robert Smith,Male,Abdullahpur,"Mon, May 22, 2000",AB+,+880187230777,Pharma,2022,36,3.60
Bobby Villanueva,Female,Kamrangirchar,"Sun, Mar 09, 2003",AB+,+880185934818,MNS,2020,102,3.01
Troy Stanley,Male,Demra,"Thu, Jun 01, 2000",AB+,+880162661686,ENH,2016,132,2.64
Taylor Knight,Female,Paltan,"Wed, Jun 27, 2001",AB-,+880166491446,ENH,2023,21,2.20
Juan Wiley,Female,Beraid,"Thu, Dec 28, 2000",O-,+880151310204,EEE,2015,136,3.01
David Williams,Female,Motijheel,"Fri, Apr 04, 2003",B+,+880172775253,Archi,2022,24,3.13
Timothy Chase,Male,Banasree,"Thu, Apr 27, 2000",B+,+880195225867,ENH,2019,99,3.16
Nicole Obrien,Female,Paltan,"Fri, Aug 10, 2001",A-,+880158941918,Archi,2019,75,2.07
Paula Perez,Male,Badda,"Wed, Feb 26, 2003",B-,+880154183874,ESS,2021,57,3.91
Brandy Garcia,Female,Sher-e-Bangla Nagar,"Fri, May 21, 1999",A+,+880199252830,Pharma,2017,129,2.30
Jessica Hughes,Male,Cantonment area,"Tue, Jan 07, 2003",B-,+880194314806,Archi,2022,27,3.51
Antonio Rice,Male,Farmgate,"Thu, Dec 26, 2002",O+,+880158699667,Law,2020,72,1.55
Jonathan Chambers,Male,Dhanmondi,"Wed, Jun 26, 2002",B-,+880172738035,Archi,2023,18,2.47
Jason Wright,Female,Mohakhali,"Fri, Dec 03, 1999",O-,+880138649447,Pharma,2017,129,3.68
Kevin Jones,Male,Shahbagh,"Tue, Jun 02, 1998",AB+,+880142903708,BBS,2022,60,3.19
John Arnold,Male,Farmgate,"Sat, Nov 30, 2002",AB+,+880190727024,Law,2019,114,1.70
Justin Lawrence,Male,Dakshinkhan,"Wed, Jun 05, 2002",AB+,+880135630109,Archi,2020,75,1.60
Bryce Johnson,Female,Shahbagh,"Wed, Jan 17, 2001",A+,+880163449384,Archi,2018,93,2.08
Mark Barnes,Female,Mohakhali,"Wed, May 26, 1999",AB+,+880184149202,Pharma,2016,123,3.51
Andrea Miller,Female,Mohammadpur,"Wed, Sep 02, 1998",B-,+880184595656,CSE,2015,136,2.88
Richard West,Male,Motijheel,"Fri, Jan 17, 2003",B-,+880171298124,Archi,2016,132,2.21
Sherry Walker,Female,Baridhara,"Fri, Sep 01, 2000",A-,+880172213111,EEE,2017,129,2.57
Rodney Allison,Male,Shahbagh,"Wed, Aug 21, 2002",AB-,+880183224820,Law,2017,123,2.67
Ann Parker,Female,Nimtoli,"Thu, Sep 17, 1998",O+,+880173284220,Pharma,2021,51,3.02
Kevin Little,Female,Sadarghat,"Tue, May 04, 1999",AB-,+880167502345,Law,2017,132,1.69
Michael Rodgers,Male,Baridhara,"Wed, Dec 12, 2001",A+,+880185511603,ENH,2022,33,1.99
Tracy Hanna,Female,Gulshan,"Fri, Aug 28, 1998",O-,+880152628459,CSE,2018,93,3.10
Jordan Mills,Male,Cantonment area,"Wed, Aug 08, 2001",A-,+880133337749,Law,2019,81,1.75
Carly Kirby,Female,Farmgate,"Mon, Mar 11, 2002",O+,+880133258928,MNS,2017,132,1.97
Alex Khan,Male,Shahbagh,"Tue, Mar 09, 1999",AB-,+880182898911,MNS,2020,87,2.39
Christopher Long,Female,Badda,"Mon, Jan 04, 1999",AB+,+880130286643,CSE,2021,24,1.81
Cassandra Garcia,Female,Cantonment area,"Wed, Apr 24, 2002",O+,+880193346700,CSE,2015,129,2.04
Yvonne Sanchez,Female,Kamrangirchar,"Sun, Feb 20, 2000",A+,+880176863055,ESS,2016,136,2.38
Scott Austin,Female,Shahbagh,"Fri, Jun 09, 2000",O+,+880195168586,MNS,2015,132,2.92
Tyler Boone,Female,Uttarkhan,"Thu, Jan 06, 2000",O-,+880165251309,EEE,2016,126,1.56
Daniel Miller,Female,Kafrul,"Sun, Nov 14, 1999",A-,+880172798232,Law,2021,48,3.57
Ashley Hicks,Male,Sher-e-Bangla Nagar,"Sun, Oct 11, 1998",A-,+880166957516,BBS,2021,45,2.00
Christian Goodman,Male,Pallabi,"Thu, Feb 25, 1999",AB+,+880145082521,Archi,2023,21,1.92
Leonard Thompson,Female,Gabtali,"Thu, Jul 13, 2000",B+,+880144847897,Law,2015,136,3.80
Martin Blanchard,Male,Gabtali,"Fri, Jul 09, 1999",B+,+880190276252,ENH,2022,42,3.00
John Brown,Male,Farmgate,"Sat, Jun 27, 1998",B-,+880171681918,MNS,2021,27,3.19
Michael Wilson,Female,Lalbagh,"Sun, Jul 21, 2002",O-,+880163441425,MNS,2016,132,3.40
Elizabeth Barnes,Male,Sher-e-Bangla Nagar,"Mon, Feb 17, 2003",B-,+880175222150,CSE,2023,3,1.99
Ryan Smith,Male,Khilgaon,"Tue, Mar 06, 2001",O-,+880165014621,MNS,2021,51,2.95
Nicolas Pineda,Male,Baridhara,"Mon, Jun 26, 2000",A+,+880155782228,CSE,2017,126,2.30
Alexis Weaver,Female,Kafrul,"Sat, Feb 12, 2000",O-,+880150628255,ESS,2023,9,2.99
Beth Franklin,Female,Gabtali,"Sat, Dec 01, 2001",O-,+880175079812,ENH,2018,120,3.94
Tammy Bradshaw,Female,Sher-e-Bangla Nagar,"Sat, Jan 13, 2001",A-,+880135921916,Pharma,2016,132,2.17
Daniel Diaz,Female,Shahbagh,"Sat, May 27, 2000",O+,+880184750954,EEE,2017,132,2.62
Charles White,Male,Pallabi,"Mon, Dec 03, 2001",AB+,+880169456659,Law,2019,111,1.57
Kathy Simmons,Male,Uttara,"Mon, Feb 17, 2003",O-,+880181798577,CSE,2022,48,1.69
James Fernandez,Male,Agargaon,"Mon, Mar 20, 2000",AB+,+880193278775,BBS,2019,120,2.46
Dr. Victoria Wright,Female,Shahbagh,"Tue, Feb 01, 2000",AB-,+880154340525,EEE,2021,33,3.13
Mark Rodriguez,Female,Kamalapur,"Thu, Mar 02, 2000",B+,+880195208617,BBS,2023,18,1.75
Kenneth Mcneil,Male,Uttarkhan,"Tue, Dec 22, 1998",A-,+880171376057,MNS,2021,48,3.99
Amanda Hernandez,Male,Paltan,"Tue, Dec 24, 2002",AB-,+880187985612,MNS,2019,108,3.48
Willie Peterson,Female,Gabtali,"Mon, Jul 22, 2002",O-,+880150130525,MNS,2016,123,3.04
Samantha Allen,Male,Mohammadpur,"Mon, Jul 05, 1999",B-,+880185702776,MNS,2015,136,1.63
Brandon Bowers,Female,Rampura,"Tue, Jan 16, 2001",AB-,+880140714356,Law,2015,123,2.95
Dr. Bruce Hart,Male,Sher-e-Bangla Nagar,"Sat, Sep 28, 2002",AB+,+880183976107,EEE,2020,66,2.20
Caitlin Erickson,Male,Paltan,"Tue, Oct 03, 2000",A+,+880131512303,Pharma,2020,111,3.52
Candice Taylor,Female,Agargaon,"Thu, Oct 12, 2000",A+,+880142489441,Pharma,2016,126,2.65
Alexis Wilson,Female,Wari,"Tue, Apr 14, 1998",O-,+880142228087,ESS,2019,78,3.94
Jason Brooks,Male,Shahbagh,"Sun, Feb 13, 2000",AB+,+880147557380,Law,2023,12,2.33
Kyle Perry,Female,Jurain,"Thu, Nov 02, 2000",B+,+880151051127,ENH,2017,129,3.13
Sonya Johnston,Male,Motijheel,"Fri, Jan 07, 2000",B+,+880145097225,Archi,2016,123,2.84
Edward Osborne,Female,Bashundhara,"Wed, Sep 04, 2002",O-,+880145713688,ESS,2023,6,3.31
Kelly Jones,Female,Pallabi,"Thu, Nov 26, 1998",A-,+880150544354,ENH,2015,123,2.10
Joshua Robinson,Male,Pallabi,"Sun, May 09, 1999",AB-,+880142283273,Pharma,2019,93,1.89
Patrick Bishop,Female,Mohakhali,"Fri, Feb 09, 2001",AB-,+880131975283,Pharma,2015,129,1.97
Randy Lucero,Female,Banasree,"Sun, Jul 30, 2000",A+,+880190964605,Pharma,2023,18,2.65
Sophia Johnson DVM,Female,Lalbagh,"Sat, Jan 01, 2000",AB+,+880176988789,ESS,2019,84,3.37
Kelly Hodges,Male,Rampura,"Fri, Jul 21, 2000",A-,+880182506336,ENH,2022,51,2.00
Shawna Foster,Male,Motijheel,"Sat, Mar 08, 2003",B-,+880192144833,EEE,2020,108,2.66
Molly Scott,Male,Dhanmondi,"Mon, Jan 01, 2001",A+,+880189076135,ENH,2015,123,1.77
Joseph Mills,Female,Dakshinkhan,"Sat, May 13, 2000",A+,+880191864552,Law,2016,136,2.94
Victor Williams,Male,Tejgaon,"Thu, Feb 17, 2000",A-,+880198848289,Archi,2016,129,3.46
Edward Jones,Female,Cantonment area,"Tue, Feb 27, 2001",B-,+880189074276,ENH,2021,42,3.64
Tabitha Thompson,Male,Rampura,"Fri, Jun 14, 2002",AB-,+880162333177,Pharma,2021,45,1.91
Michael Stevens,Female,Demra,"Sun, May 02, 1999",O+,+880139336977,MNS,2018,120,3.51
Lisa Washington,Male,Bashundhara,"Mon, Oct 18, 1999",AB-,+880158402373,Law,2016,126,1.81
Paul Mcdonald,Male,Jurain,"Sun, Sep 23, 2001",B+,+880144122775,CSE,2020,78,1.98
Kathleen Campbell,Male,Demra,"Mon, Nov 09, 1998",A-,+880175920743,BBS,2015,132,2.55
Christina Moyer,Female,Banasree,"Mon, Jul 01, 2002",A-,+880166365909,Law,2019,93,2.83
